,3.39E+84,33913713eb2,339137181b6,50987509508,943442341a4,85182473a5b,85182473f36,85182478be5,8518247fafd,6.51E+76,6506275974f,6506275cac6,522127254de,5221272c4e4,8.92E+15,42150224462,42150229feb,4215022ff49,28653383758,28653388ce4,2865338c087,2865338d28b,6839616a0de,86246411ed9,8624641393a,862464147db,9.55E+97,95480090a67,9548009885e,2.23E+89,22331602d45,2233160b833,2233160ff4c,17078171574,1707817506c,170781772c1,6643620726e,66436208e4f,6643620f8a3,120492525a2,12049255db0,44348581d49,44348583fb2,67092352bbe,67092352f6f,67092358eb1,67092359a83,77836683cc1,77836684f59,7783668970c,30364460efd,30364461ca4,782461506ca,7824615525e,782461574a8,7824615d016,5.46E+10,55317781b6c,55317782dac,553177859a7,5531778f163,30825654d96,308256575f3,3082565ddbf,263978634bc,2639786ee80,12146222cf3,1214622532a,1214622b494,846240755d9,84624078fc7,8462407c855,8462407edc5,42288560688,4228856bbfb,4228856cebf,6060527517a,60605276afd,6060527c5a8,23003336093,23003337c4f,2300333ebd3,581534526b5,58153452ac8,58153452ebe,5815345338e,8.27E+74,826991637c9,8269916e541,8269916f697,3431226b5a3,3431226bcbb,3431226e448,524690024a,5246908641,524690968c,524690d85e,73225413c46,73225416158,7322541997e,44514183995,44514185a0d,44514187305,445141881fa,601124907a7,60112494194,60112498369,1.46E+11,14581833c6b,14581833d40,1458183cfb4,6026628da93,79591830181,7959183967a,79591839a68,7959183aaee,98153680379,9815368351e,9815368c664,9815368da11,47300566d00,4730056b96b,4730056baef,412308622c9,4123086a480,4123086c9f2,7028651554,7028652149,702865e1a4,702865f64b,11029522afc,110295237d6,11029528be0,430338014f8,430338020c8,4303380291f,43033806b94,9.44E+104,94400980a0a,9440098782e,9440098b77f,55824645612,55824647f8a,5582464d2b8,16424703499,1642470ee3b,54432400811,544324034ba,5443240685e,5443240895d,84267388be3,84267389e1d
B Cell (CD27-),0.0103612389560953,0.0137151098296831,0.0218202580770469,0.00906115246008993,0.0166555794199095,0.0220758556459878,0.0287914633731176,0.0132174815009827,0.0195702588248298,0.0642478315381254,0.116236246730038,0.0965125779997102,0.0341783356747974,0.0515859311072232,0.0171848473048344,0.0384962169371396,0.0547834369066905,0.0455560618434888,0.0333449743661827,0.0131068522212877,0.104366676582316,0.0221630909425075,0.0100986884461914,0.101487323031773,0.0778176557849078,0.108994857860632,0.106056626947349,0.216710374488802,0.0968199781618964,0.0103664420868623,0.0249211534871373,0.0758244847692337,0.0866846341538704,0.121825862232144,0.131067679575594,0.108643201301014,0.127830657829018,0.127664318456601,0.132165757132185,0.00807067877951417,0.00539263349610752,0.0511696463787337,0.0325362471217608,0.101371198591089,0.0312555037307875,0.0719995024600544,0.0250811581606162,0.0600242212542955,0.0925093957159558,0.0146645010975248,0.151519885631311,0.134782746597506,0.0342492084769991,0.0717157010143155,0.0390066168142535,0.0505484400732747,0.0596455271090711,0.0866326406610767,0.169188179352706,0.173468052886435,0.112144290165066,0.534890629520352,0.594407728250061,0.414844912987991,0.233560917327137,0.0562558348253283,0.0312793130479931,0.192247520262872,0.0291164087165899,0.010588715550533,0.0397697316454364,0.0380646457880467,0.019059900981455,0.0571144726098002,0.0790066298335066,0.0422848141576334,0.0382080028479753,0.114343796032959,0.0847552253473592,0.144130757612784,0.135652392645423,0.234822500540857,0.0597105663680732,0.0197931211768971,0.027270926193272,0.0797154291467063,0.0716985867353529,0.103269737284088,0.069198163168076,0.0727133142397344,0.165255053463744,0.102958053214794,0.186358842065429,0.0841501208554911,0.0782652064157484,0.0527565400399614,0.0688946444440838,0.116986635517304,0.115558713544352,0.0652499301063445,0.0136698932816662,0.00470854348220238,0.00470412235138447,0.0360415129965942,0.00412536384100365,0.00412536384100365,0.00478582570882018,0.341052783015907,0.239677023347874,0.12090863248702,0.310492247640121,0.084770720641857,0.219741365422871,0.216866176624791,0.272065546504682,0.0863665069827756,0.00914557917238269,0.0243989947584764,0.0232290445272481,0.0693280945233193,0.152572533383282,0.0794105818083875,0.139530706924971,0.0219086588556578,0.0313124503024897,0.0352849625361474,0.104887610081363,0.0988821519475945,0.0905957989733889,0.0985551469620193,0.0426243425209475,0.0964232755309166,0.102062752177315,0.106121325915169,0.114922007454102,0.247172033650418,0.0284858086622274,0.0676747581210086,0.113145962340863,0.0897416895120817,0.0885830401132656,0.0371557545790644,0.0334604160055318,0.0475605910515904,0.016833106245542,0.03903034194378,0.0411341037842808,0.145394013554807,0.146606096628257,0.0997431925038539,0.0159857029290272,0.0101645377336872
B Cell (CD27+)_unassigned,2.53412011729356e-06,2.53412011729356e-06,2.53412011729356e-06,8.55660781953805e-05,2.53412011729356e-06,0.00013257245541854,0.000755405238790199,0.000135476717815653,5.94843228600153e-05,0.000158990649479868,0.00230158091053784,0.00194053464390122,8.79725617201187e-05,8.10267476972481e-05,7.07044290261791e-05,0.000230271678858255,0.000183240682777294,0.000445423893874434,0.000542471487382691,2.53412011729356e-06,2.53412011729356e-06,0.000132927328079972,2.53412011729356e-06,0.00021983566947734,2.53412011729356e-06,0.000356598670510637,0.000931750439164972,0.00298391764694288,0.000801179381119002,0.000113191535824007,0.000115165181716245,0.000193281249372998,0.000178584554375031,0.000560813401865621,0.000252367112193243,2.53412011729356e-06,2.53412011729356e-06,0.00168812744105268,0.00105538616044266,0.000146113619461822,2.53412011729356e-06,0.00017403433301411,0.000140546738413824,0.000135585581465844,2.53412011729356e-06,8.59175827942601e-05,0.000141569983645869,6.56355556749525e-05,2.53412011729356e-06,4.03828010907616e-05,0.000639310871976971,0.000554582486677409,6.09514012472136e-05,2.53412011729356e-06,0.000412385183168488,4.44430101902749e-05,7.01866342538501e-05,7.77616834965157e-05,0.000776971935628996,0.000126928847623732,0.000621569179033282,0.00016713533036935,0.00728597806401792,0.00012043501262705,0.000211801527241802,5.32165224631648e-05,0.000449097741027995,0.000419504277721457,2.53412011729356e-06,2.53412011729356e-06,0.000387988296716168,0.000857175748094103,0.000189654397523105,4.23995344784104e-05,6.10749428991157e-05,0.000700953507303054,0.000492246754023092,0.00225393546324782,0.000887881619010609,2.53412011729356e-06,0.000695243138487235,2.53412011729356e-06,0.000364035901804646,0.000564196117152241,0.000614685093526706,0.000628166179903722,0.000132973865107592,0.000248030347417918,0.000297373562697312,2.53412011729356e-06,0.00037352377420863,2.53412011729356e-06,2.53412011729356e-06,0.000172165515679369,0.000517777503610184,2.53412011729356e-06,0.000787794777576779,0.00107064168483205,0.000221538380745637,2.53412011729356e-06,2.53412011729356e-06,6.81418297521502e-05,2.53412011729356e-06,8.68345669096616e-05,2.53412011729356e-06,2.53412011729356e-06,0.000146772918835846,0.000722095020628238,0.000380300166698753,0.00313389469628764,0.00187414091654218,0.000196480566654743,5.81466613632617e-05,0.000149552197686293,0.000410683730367871,0.000298281582915376,0.000204239200395916,0.00266015399139347,0.000511309121211433,0.000954960144418946,0.0001337190623674,9.49747847656724e-05,0.00089195007031,4.66067223840944e-05,0.000140107328717584,0.000871925392352168,0.000886017495152762,0.00037442451870411,0.000245063046128225,0.00025231963038565,0.000353612889426626,0.000339669051149119,0.00321578176684671,0.000973680839941465,0.00129140794999924,0.00105011682303032,2.53412011729356e-06,0.000532070775543795,0.000828629144989937,8.1503828653261e-05,0.000731997934560677,0.000315124568742474,0.000118705123834766,0.00064780124977224,5.37337269043134e-05,9.29355022539804e-05,0.000297724257293887,7.29103986196864e-05,0.000635702829586165,2.53412011729356e-06,7.99514770887266e-05,2.53412011729356e-06
B Cell (Memory),0.000930702065618331,0.00106736113897439,0.0010017716858187,0.00104006921585379,0.000892791360427992,0.00241738364729203,0.0032430918538212,0.00136442776837448,0.00217566105027967,0.00256524363629809,0.00207113701082275,0.00223816128573726,0.00177431758122693,0.00302780832794185,0.000880159408961112,0.00251074382875331,0.00178228025059295,0.00314587897182404,0.00139322295073646,0.00095972374701751,0.00396068984465399,0.00102408243818552,0.000947405342283077,0.0074018583552096,0.011552527263943,0.00415457054399641,0.00133463848870164,0.00156703305598964,0.00102211624573294,0.000995676595244264,0.00337428881387222,0.00265986747885974,0.00246511688675163,0.00381353100708512,0.00473889928746875,0.00328366056778803,0.0156884038996177,0.00606539707872359,0.0441679704588994,0.00151864904055095,0.00111117396679848,0.00314655760148144,0.00271518876673966,0.00287733590813158,0.00881755630203973,0.00228206623530491,0.00136578476421733,0.00268338256137179,0.00735282939135066,0.00124156571819763,0.00524002955048578,0.00311395358309679,0.00160061038512235,0.00193543572666118,0.00372007869141521,0.00161943477660821,0.00237568094251476,0.00325159234941905,0.00518045985888247,0.00401138057381717,0.00649071604562201,0.00458810835522242,0.01543950389421,0.00499593806336042,0.00356747927772858,0.00203759642409921,0.00311855899061177,0.00795735076674719,0.00332904329615369,0.000844766842128183,0.00133133375619535,0.00114057025443011,0.000891941212976661,0.00321103246403274,0.00254407008301043,0.00565223173256049,0.0150669858709254,0.0222210012891515,0.0160292164674635,0.0121642489219413,0.00985181371264554,0.0170272000326762,0.00303559293572352,0.0043226656546328,0.00141119303791246,0.0155813485067908,0.0074102880273908,0.00622919731833584,0.0053159638856281,0.0027882636645298,0.00478670494691269,0.00445753896549625,0.00411016050717832,0.0058705764183724,0.00535908298752264,0.00154171148502156,0.00559755694474512,0.015829895670413,0.00692859778358534,0.00490269659513923,0.00255289529238438,0.000850772968439975,0.000963230780391723,0.00161754054975616,0.000763296022260166,0.000763296022260166,0.00121878696558191,0.00745688579445499,0.00320908901615295,0.00255970814227368,0.00516621436058608,0.00560589635924212,0.0695251136872749,0.018716465110013,0.0198258901141273,0.00988477040119049,0.00282965251133671,0.00300519881869985,0.00195043769147983,0.00319464444454575,0.00239455226067454,0.00171081283490605,0.00194918395585044,0.00132889441801744,0.00175251290314797,0.00727988369998528,0.00474219560179946,0.00280869321448766,0.00249649054228951,0.00264211746906128,0.00194419733720974,0.00101373911388381,0.0022165906010714,0.0207484732565365,0.0231857144544847,0.0431080854207232,0.00248373685405591,0.00154760974775036,0.00206230051789324,0.00347458934866171,0.00229932145267347,0.00688775333050908,0.00286936389610595,0.017026215035767,0.00257576210252067,0.0017778004217941,0.00113951874611269,0.00465745009939257,0.00164528892632733,0.00228818165583765,0.00156843653476307,0.000892476212477996
B Cell (Plasmablast),0.0,0.0,0.0,0.0,0.0,3.12092004722992e-05,0.000769885155253084,9.24818070945106e-05,0.0,3.2370316419843e-05,0.000302868439456599,0.000328054142717336,0.0,7.06433648219591e-05,0.0,0.000218978421866309,3.5137387183889e-05,0.000315764005363887,0.0,0.0,0.0,0.0,0.0,8.14880810100176e-05,0.000342921486334323,9.95806547981279e-05,0.0,0.000192347324311328,4.43691811667616e-05,0.0,7.16743119266055e-05,0.000103548441595954,0.000125750310184098,0.000243612777490179,0.000325869120099064,0.000107535553942522,0.000117296632520314,0.000696395362639971,0.00101888907128261,0.000112366564704414,0.0,0.0,0.0,0.0,0.0,0.0,0.000123587434247623,4.50724539697564e-05,0.000277756493755268,0.0,0.000231555182494428,0.000142464094596159,0.0,0.0,0.000226881838474769,4.19088900729813e-05,0.0,8.68010346683333e-05,0.000473267553923818,0.000129001939636307,0.0,0.000337865642096326,0.000592149914138262,5.30554016293903e-05,0.000240657518193185,4.34420591536039e-05,0.000468171538051542,0.000221680336954112,0.000208258707296552,0.0,0.0,0.000115492111888758,0.000140340208054358,0.000191353988933361,3.58798591243426e-05,0.000327749880020133,0.000911409624213569,0.001796494907361,0.000455321570859419,0.000264400577450861,0.00020605901179359,0.000404072149327108,6.02502969478921e-05,0.00048329055558821,0.000138515913691181,0.000419944807253904,8.15248406189366e-05,0.000115527636376765,9.53892314229472e-05,4.69708989186255e-05,0.000355314034904379,0.000192895596719606,0.000185604291650202,0.000165046763249587,0.00052444415819812,0.000184708753875585,0.00046624851536657,0.000219904498617743,5.97284347168209e-05,0.0,0.0,0.000102056437209777,0.0,3.37201787169472e-05,0.0,0.0,0.000121464251552465,0.000295633548271938,0.000266373494384362,0.000263693522203819,0.00112882812003694,9.09123968144296e-05,0.00395466959971329,7.91635802294613e-05,0.000307784951992238,0.0,0.000268940107038163,0.00116549251338089,0.00016959166703138,0.000378604133883887,0.000188221873663197,4.62203323241894e-05,0.0,0.0,0.000196533155143273,0.000861697544161999,0.000561044187066319,0.000345326798687758,0.000153798831128883,9.23120364035231e-05,0.000175539384654666,0.0,0.000226660622383403,0.000332234404150374,0.000651080594476445,0.000508825884272042,0.0,0.000309728987136256,0.000945818941520853,5.92272814019756e-05,0.000284668805636442,0.000324167872648336,2.99796138625734e-05,0.000486684529993985,0.0,0.000130579774197437,0.0,0.0,0.00013107703108303,0.0,0.0,0.0
CD4- CD8- T Cell,0.00790129171296937,0.00750799773421752,0.0113174476089919,0.0492081305760284,0.0602303502791821,0.0198590028092038,0.0100763886078507,0.00887832347890013,0.0155151834522232,0.00914658442841513,0.0111919892153602,0.0125863411502879,0.0912216455514564,0.0369272299841312,0.0908401593540636,0.00416706012652037,0.00632722781535368,0.0051648426742403,0.014984821492503,0.00724045628027456,0.00957579348608376,0.00652707575029162,0.00796069921516141,0.0170674455722919,0.00881627095776453,0.0108045010455969,0.00588888632752555,0.00422405559008022,0.00725122072361029,0.01385978438402,0.0156889758033945,0.0478851871209499,0.0181195434755641,0.00607699180248276,0.00758042880393837,0.013055834028337,0.0181409849185247,0.0133899006749634,0.0202583060533112,0.0154967086770455,0.00931084236168775,0.0101244257724567,0.0209009353810206,0.00866020618346269,0.024677280889129,0.00568427473576225,0.0103551495017573,0.0201255247720313,0.0220645728411473,0.0149142027656052,0.0162506043268075,0.0298977195602481,0.00754404621242404,0.00956195339313569,0.0118366356665796,0.0115724600447613,0.0903626765326489,0.00780000022628576,0.00830190252799134,0.00575750745358022,0.00850274376658448,0.00441728137708251,0.00443635448112144,0.00794225627790497,0.0098792165186121,0.0106292594893878,0.0418144323449833,0.00739714670188943,0.0197909259971592,0.00722905345391275,0.0196046253223977,0.0118481259631404,0.00677718183421607,0.0370232465217012,0.00808137349775037,0.0130977543719919,0.0154847432057162,0.0148016462443823,0.0212695749881322,0.0140994017192156,0.013610207884417,0.00834901005618814,0.00939711525696528,0.00990601111649096,0.00623833506393236,0.00979613732032049,0.00861263421793803,0.0140528949376924,0.0241450141977477,0.0100391545527338,0.00787681586126488,0.0118310417240072,0.00797459512708553,0.0220897797123614,0.0117164432534081,0.0184708296229812,0.0252796580344188,0.0533858245031706,0.0353494504751895,0.0485222315884131,0.00876069276506859,0.0217932672080288,0.0193294130781705,0.0208140476373925,0.0320398899603354,0.0281158367503847,0.0174815376885253,0.0181911550398615,0.0202551975608933,0.0110787217830808,0.0139431566465934,0.0452676425883069,0.0141951851962985,0.00755440414876742,0.0085972005281952,0.0114104592055091,0.0164850600727399,0.0133497647353672,0.0208217345020639,0.0195275263982718,0.00569630526866955,0.0139338032012467,0.00792629963472955,0.00889563991419362,0.0276426265647334,0.0341668666405455,0.00694393745789516,0.00588477449604995,0.00967144584161769,0.00654193301496154,0.0367793411068566,0.0261367548082091,0.0352202412300255,0.00564113247075687,0.00956983525664129,0.00638096318610329,0.0145522998802396,0.00783809190691534,0.0123432230146334,0.0141630980084234,0.0165093285664879,0.0117561787762737,0.0100067952890276,0.0153884542248874,0.0194481146396303,0.00887160559842627,0.00742542208486586,0.0095695812170982,0.008403560005313,0.0137385082491754,0.0486680960860216,0.0272709469486584
CD4+ CD8+ T Cell,0.00180187157528996,0.00418407163221522,0.00309659661357846,0.00112352357504435,0.00299166867451593,0.011393854025122,0.020027094083449,0.0166619328323241,0.00717427350341799,0.00212659847637245,0.00166858429529643,0.000926270520613654,0.0047218627977839,0.00317596396046941,0.000745288440234901,0.00183535161089563,0.00429071234253924,0.00853692961494624,0.0018528983003683,0.00165617013700329,0.00207113514705625,0.00115969445482103,0.000166847666711163,0.00302113934626186,0.00309969211020222,0.00403839882915413,0.00165767970107823,0.00150732169425468,0.000443430750530076,0.000365014625578691,0.000863243113476142,0.00161913441588347,0.00178784575458205,0.00309434310485418,0.00318874512898519,0.00380113153589609,0.00243980297817139,0.000930429490661913,0.0010120527377477,0.00575607515917024,0.0153010408304954,0.00190695526011533,0.00195656868785257,0.00169985963903341,0.00470710091358581,0.00167008564223007,0.00240771780001501,0.00276197709440553,0.00282646196264665,0.0017541803421941,0.00140931888348595,0.00186942933204251,0.00860548521006973,0.00310266016120063,0.003864505529185,0.00273825105329231,0.000658618456769611,0.0137818185402041,0.0150452554353115,0.0140961051161269,0.00632596823963756,0.00224889801524756,0.00310962267552961,0.0030034205220241,0.000677142026580861,0.000927429989485834,0.00111009869897735,0.0193355755382978,0.00143527628477019,0.00248144348108074,0.00699242682977208,0.0067041532389476,0.00506127055797254,0.00134372062820163,0.000808915643469156,0.00181161640156637,0.00168328513074169,0.000684061241535502,0.00185274658205414,0.00459708606373305,0.00308676671970479,0.00281649203346799,0.0180761612780055,0.0207864162895989,0.0244899327588825,0.0188816323311329,0.00333771168103426,0.00399370918865986,0.00372092940396828,0.00368174329183833,0.000759961396233632,0.0015989635360115,0.00231925750154782,0.00355135183908295,0.00264332697425675,0.00168009994007012,0.00412746353881855,0.00186617396571909,0.000993126582752042,0.000993084622672383,0.00116699393657775,0.00330991411074209,0.000749141214493133,0.00241576068978784,0.00107500167195633,0.0011537736897851,0.000431275421852704,0.00350246283566322,0.00403971053579466,0.00259039869380984,0.00345502598923176,0.00390485457141533,0.0061244126295884,0.00971337399091342,0.00321563132099272,0.0128468601279988,0.00522568751563115,0.00570825326467649,0.00324446699787946,0.00412001824887294,0.00764713107739412,0.00421934480664767,0.00803238100601927,0.00312184484499415,0.00633972018978539,0.00319084290183509,0.00166275284363435,0.00232415044469839,0.0014756203174596,0.00191206932725345,0.00386607926773763,0.000901394087510149,0.00138407238764875,0.0128939126128606,0.0281535162346194,0.0109314854967325,0.000792125872983892,0.0029066034366272,0.00243858645299341,0.005433790727609,0.00506139581937152,0.00516132953826366,0.00487832085536919,0.00582963882490154,0.000822342143191924,0.000797452971168279,0.00270660739652398,0.00172140942433625,0.00204580989978871,0.000969038750231956,0.000431194904886387,0.000480091262014398
CD4+ T Cell (Central Memory),0.106562032359911,0.148785396526056,0.136822659831639,0.0913985996926287,0.0242210460202019,0.112751631591305,0.158257009292092,0.21186926176653,0.121872219402052,0.068996311313856,0.0695907989654768,0.0631707948085836,0.0641338662714231,0.0615542286326663,0.030993661502527,0.0576789827098697,0.0690236022895974,0.088252305895072,0.121589182572837,0.159654187116706,0.145936558904595,0.147711053626719,0.0102373145110439,0.044845133818801,0.0444827725300774,0.0511435790385135,0.0748303689293102,0.0711639261665077,0.077924428969334,0.0320990540163359,0.0468074433047227,0.0805999583322823,0.0931315869703813,0.0787867674343502,0.0902175698048124,0.0836705470189063,0.0784304326875723,0.049062351408751,0.0926664096929677,0.132990552129581,0.107832107784229,0.0782858778950825,0.13686727245952,0.0861870812571551,0.0957520656470307,0.0517948799067117,0.0548191471178851,0.115052785916882,0.0844763217195572,0.0420613013834452,0.0744256394768584,0.0540467927796554,0.072875590359607,0.0987675366473763,0.0854182802967211,0.108324280916825,0.0262210925119067,0.0807709797727838,0.148965526622067,0.109605509182352,0.0869218831363916,0.0601689920256534,0.0637083133857868,0.0674234524393609,0.0482806281364952,0.107011925723025,0.193126423730527,0.0439019526282742,0.150317873927748,0.0131390311009741,0.138283202986893,0.180252155715211,0.0472868702206511,0.110199288431642,0.0589640732872529,0.141607300018918,0.0321104766614708,0.0243192239857527,0.04771552732948,0.0508395489162968,0.0511240935743244,0.0526682771587886,0.0888502742732197,0.120914971061746,0.0531906233628696,0.0598216386553933,0.0992403519558753,0.143988624766081,0.108698746933846,0.159250389172441,0.0538697726466056,0.098312249391615,0.0538447871238079,0.192677954045381,0.186966506225098,0.140913618832551,0.213481271080793,0.0875094649480026,0.107941944014888,0.0964295950418146,0.03356115191268,0.0427589902346999,0.0253313066264217,0.0334256446684197,0.144480728709801,0.149646317399547,0.0756455645658142,0.0747103708440986,0.0578283329783405,0.0346892943311613,0.0490953986071532,0.0531407893743308,0.0955876902619425,0.131686261847409,0.0909922678291317,0.112326091037037,0.178347061101441,0.226322576188124,0.169082844781608,0.182561610569807,0.057325283966766,0.0482052287252196,0.116612279016092,0.0151157221617091,0.0589531693519032,0.0299010361303284,0.0796304534276905,0.0792111950046437,0.0732533533555407,0.0609709652390333,0.0606886062890153,0.0381518613791545,0.050463862565172,0.0799676261146186,0.149350954314623,0.0513638714390783,0.090160048967704,0.0800357559512913,0.0545545837845887,0.0932026033140544,0.0666636209834153,0.141213778003992,0.151901594861612,0.146986116257298,0.0443426468215157,0.0718502910684529,0.0799720575634009,0.085133943941276,0.0641096158435105,0.0760230627731436,0.0968467910505535,0.026895334767364
CD4+ T Cell (Effector Memory),0.120448907322781,0.141497391216414,0.147669510531832,0.249545809295967,0.0931376712114141,0.0867522169552184,0.198753944275832,0.175519061238655,0.104192888338941,0.0912812118671546,0.105528475197079,0.0714882953545517,0.125257655215137,0.106449883604977,0.0450450316025734,0.0489795636956975,0.054609400060737,0.0692923520201842,0.0876732501042418,0.120662762145124,0.0988130335650361,0.0815086801548034,0.0173708107186728,0.0474682306252397,0.0261448028407095,0.0452331239770936,0.151391014939306,0.124238249259538,0.138185695314185,0.0320142509162385,0.0658380902403221,0.0852916471294695,0.0931641936852851,0.0884563767773065,0.09750491124786,0.114408340945971,0.110826197302105,0.0584679264589587,0.0942727583028213,0.293259746336863,0.224515035139217,0.126264447698572,0.191254311593854,0.0661700162295894,0.0990943025406671,0.0367922450053759,0.0501161085748844,0.175165557409278,0.0902741828608341,0.0425806763277963,0.143551333183361,0.0805011151680844,0.0668340104563526,0.1077552764801,0.107576715459687,0.114691980302397,0.0839260749737077,0.0864506972690505,0.223345231262963,0.204686014967962,0.0926594686432432,0.0748541274395882,0.0870070354187977,0.083493612961887,0.0632093444634423,0.20778328064664,0.232624070577646,0.0482429413522926,0.179903649517743,0.0214695914889541,0.1634696133583,0.205986914534912,0.0717682822651112,0.15534432446749,0.0915866487517606,0.252858308604447,0.0303522091970531,0.0314105388939847,0.0411773386783452,0.101097190153634,0.0833309396073404,0.078984178748584,0.151495963004262,0.161752123245441,0.0850874530330069,0.0700496864775259,0.0927835518324026,0.16077892559158,0.123898678798188,0.145841284938618,0.0329642764580493,0.059706990119134,0.0620868311259335,0.170632537829983,0.144204788253484,0.100472470559917,0.167776733564691,0.0572211966917214,0.0687608240972361,0.0903883377064192,0.0405539428370001,0.031311674618558,0.0269750102969531,0.0657833210751274,0.127272661095197,0.121040093409759,0.0640471128229223,0.0602088400008925,0.0627769080833549,0.0458161700480371,0.0665212655048097,0.155763556581598,0.119060223795666,0.0787453792690288,0.0393663683390393,0.100518230138236,0.139439356308186,0.185812294623923,0.135619068012105,0.142376795265711,0.120260499853512,0.0764960770115238,0.105808748521024,0.0315583516947775,0.0610212482259845,0.0314031250413835,0.0473765931263514,0.0714277389585596,0.0875096827969052,0.0627070076877268,0.0957513592902251,0.0576466976984613,0.0896714395030399,0.076306224831899,0.154475854618605,0.055261188231926,0.0613122080499483,0.0979388997834463,0.110008020627573,0.11861035709664,0.102744324196659,0.161964048545284,0.159105845263892,0.169843628331071,0.0526126255733586,0.0529594979208298,0.0946538561552943,0.0936524868871768,0.0889891403298298,0.134840522944774,0.125248445519531,0.0410075387809045
CD4+ T Cell (EMRA),0.0108319394603509,0.0188591843416597,0.0221088037553284,0.00441603087727104,0.00818831438030271,0.00599652279344565,0.0150496307615419,0.0141887250540339,0.0257667337615575,0.00408952536364481,0.00332891091077755,0.00259940657741361,0.0175941968784731,0.00830207803755404,0.01116194378323,0.00311991159450336,0.0130092652676373,0.00991368887753847,0.0438913722484108,0.0159583308444966,0.0285342206181543,0.00736361874022364,0.00102132684457199,0.0216034451205233,0.0238594785256238,0.0405005497704102,0.0164252627384256,0.00962762593895026,0.00542604771576662,0.0383748469427588,0.00107332877939552,0.0501366323967654,0.0496843048757174,0.00554270981898724,0.00821020835178221,0.00921676783908167,0.00674062886585189,0.0158541927961024,0.00428338431009255,0.00714376376804801,0.0174346943787936,0.0699053470103634,0.0750672720900859,0.0137321975609811,0.0651224236473811,0.0143621941273938,0.00405702236184062,0.00406854808841413,0.00286959732858851,0.00231170253511337,0.0310178556484079,0.0220347274288422,0.00470414633924061,0.0525162232336183,0.042515686312555,0.0448734529639073,0.0191507598364887,0.00342399063529402,0.0049182305869509,0.00377973582845605,0.00383868757441205,0.00624638748279011,0.00661410205266467,0.00791030585262439,0.0313197161906438,0.00861978901724317,0.0567547310185705,0.00555309244070051,0.0848341288323506,0.00247772357978116,0.00293218161666942,0.0175882497566804,0.00513540769458672,0.0134678582097686,0.0250725229373924,0.00791583195812242,0.00430456220308953,0.00280882490224708,0.00475440957489708,0.0239229966436697,0.0347727410973528,0.0647868982624466,0.0128481378501979,0.00814729379221764,0.00467013267980232,0.0060750978574105,0.0156345829247235,0.0553999974341775,0.016298495600733,0.0180403087196821,0.00410495967417137,0.00524464656140015,0.00393460815986907,0.011538043829776,0.012248442026929,0.00828607028453497,0.0195671215095427,0.0115235433025951,0.0123494862644034,0.0190751267159437,0.00577359151080791,0.0018608872411482,0.00561005703288411,0.002518064917616,0.00844507212736889,0.0145242732835629,0.00627691342521371,0.0448046949158464,0.00929691601021825,0.0144791619046663,0.017485170181203,0.00375546901104079,0.0081181596315473,0.00976406260090205,0.00961841912304385,0.00581358931481492,0.00982525377857337,0.00143734900594109,0.00532482948962561,0.0241105777184596,0.00242328082735215,0.00251382247981058,0.00303150481841067,0.00572209022073886,0.0100452329943302,0.00490375100131031,0.00241187796524122,0.0146840404519055,0.0174899020598016,0.0125745145337659,0.00596148391170449,0.00609205106691682,0.0054642943103977,0.00619353926281953,0.0121366883032586,0.00526289901298028,0.0321050553241371,0.0104555157759145,0.0146672201461463,0.0113136113593575,0.0140352864460296,0.0177579206723537,0.0324138213892439,0.00940207173314139,0.00176970141290508,0.0024139769486168,0.00307742133940246,0.00974177181168892,0.00440335685315795,0.0113969313693203,0.0135337679582703,0.016169743893937
